x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.6335888504981995,0.8810186386108398,-1.0617232959475587e-07,0.5856691598892212,0.8303200006484985,-0.028842605650424957,0.5444760322570801,0.7361065745353699,-0.05265193432569504,0.5455949306488037,0.6552697420120239,-0.07845667749643326,0.5974212884902954,0.6348891854286194,-0.10297524183988571,0.6009054183959961,0.5985914468765259,-0.028622867539525032,0.6031284928321838,0.4743078052997589,-0.06712190061807632,0.6030171513557434,0.3995746970176697,-0.08869949728250504,0.6064161062240601,0.3349189758300781,-0.10411520302295685,0.6510730385780334,0.615524172782898,-0.039940789341926575,0.6337053179740906,0.5312290787696838,-0.09881975501775742,0.6115460991859436,0.6171809434890747,-0.10716206580400467,0.6115112900733948,0.6693692207336426,-0.09658247977495193,0.6970816254615784,0.6538353562355042,-0.05624289810657501,0.6693009734153748,0.6164294481277466,-0.10913246870040894,0.6438276171684265,0.6987311244010925,-0.09195564687252045,0.6456263661384583,0.7337291836738586,-0.06485610455274582,0.7393113374710083,0.7072854042053223,-0.07598034292459488,0.7100815773010254,0.6765115857124329,-0.10324546694755554,0.6819025278091431,0.730361819267273,-0.08590617030858994,0.6795787215232849,0.7547802925109863,-0.06505699455738068,next
0.6351210474967957,0.8838827013969421,-1.5358878613369598e-07,0.5865113735198975,0.8366448283195496,-0.028346886858344078,0.5415650606155396,0.7371779084205627,-0.049838557839393616,0.5479804873466492,0.6516860127449036,-0.07299377024173737,0.5988433361053467,0.6323380470275879,-0.09485561400651932,0.5969118475914001,0.5939242243766785,-0.026479294523596764,0.6027356386184692,0.47063490748405457,-0.06128282845020294,0.6052084565162659,0.3990035653114319,-0.08028752356767654,0.6097995042800903,0.3369683027267456,-0.0945076122879982,0.6493547558784485,0.6130648851394653,-0.037256401032209396,0.6344929933547974,0.5292582511901855,-0.0947108268737793,0.6095874309539795,0.6179504990577698,-0.10251366347074509,0.6059733033180237,0.6743044853210449,-0.09170307219028473,0.695864737033844,0.6530445218086243,-0.05278957262635231,0.6701915860176086,0.6154090762138367,-0.10557151585817337,0.6428537368774414,0.7012119889259338,-0.08868055790662766,0.6418659687042236,0.7395207285881042,-0.061872098594903946,0.7371500730514526,0.7081319093704224,-0.07150138914585114,0.7109799385070801,0.6759405136108398,-0.09977007657289505,0.6819239258766174,0.7321383953094482,-0.08325748890638351,0.6783113479614258,0.7591373324394226,-0.06305689364671707,next
0.632642388343811,0.8861991763114929,-1.4335465436943196e-07,0.5859624743461609,0.8372485637664795,-0.03174477815628052,0.5453526973724365,0.7429577112197876,-0.05612201988697052,0.5505807399749756,0.6669962406158447,-0.0818762481212616,0.598914623260498,0.6346400380134583,-0.10576353222131729,0.6013840436935425,0.5949961543083191,-0.03112044185400009,0.6062318086624146,0.4684394299983978,-0.06964351236820221,0.6075479984283447,0.3953384459018707,-0.09016820788383484,0.6120249629020691,0.33139538764953613,-0.1046179011464119,0.6535731554031372,0.6144243478775024,-0.04112367331981659,0.6426378488540649,0.5298506617546082,-0.10171565413475037,0.6145594120025635,0.6200754642486572,-0.11029332131147385,0.6088343262672424,0.6748120784759521,-0.09953868389129639,0.6991850733757019,0.6543766260147095,-0.05631384253501892,0.6749942898750305,0.6159238219261169,-0.11164483428001404,0.6427715420722961,0.7049830555915833,-0.09430306404829025,0.6394720077514648,0.7423559427261353,-0.06668885052204132,0.738811194896698,0.7094162702560425,-0.07496549934148788,0.7107501029968262,0.6825574636459351,-0.10482736676931381,0.6798592805862427,0.7410993576049805,-0.08791068941354752,0.6758391857147217,0.7661486864089966,-0.06690000742673874,next
0.6319994330406189,0.8853111267089844,-1.6967874216788914e-07,0.5846741199493408,0.8366076946258545,-0.03218025714159012,0.5422735810279846,0.7427976727485657,-0.05658824369311333,0.5490904450416565,0.6669455766677856,-0.0821501612663269,0.5971214175224304,0.6347571015357971,-0.10575725138187408,0.5984205007553101,0.5916686654090881,-0.03136130049824715,0.6052857041358948,0.46627485752105713,-0.06869810819625854,0.6080144643783569,0.39461708068847656,-0.08822741359472275,0.6134195923805237,0.33086466789245605,-0.10225412994623184,0.6521632075309753,0.6125801205635071,-0.04096271097660065,0.6421210765838623,0.5304442048072815,-0.10161711275577545,0.6122891902923584,0.6221782565116882,-0.11063863337039948,0.604830265045166,0.6780440807342529,-0.10015532374382019,0.6988469362258911,0.6539793014526367,-0.05563816428184509,0.6755854487419128,0.6185923218727112,-0.11152689903974533,0.6417645215988159,0.7067207098007202,-0.0953022688627243,0.6368131637573242,0.7430926561355591,-0.06833864003419876,0.7392956018447876,0.7103949785232544,-0.07362845540046692,0.7130770683288574,0.6823380589485168,-0.1040312871336937,0.6809446811676025,0.7405509948730469,-0.08782113343477249,0.675489604473114,0.7659626603126526,-0.06724628806114197,next
0.6299295425415039,0.8833469152450562,-1.4442002793657593e-07,0.5845440030097961,0.8371720314025879,-0.03485577553510666,0.5428928136825562,0.7443719506263733,-0.060707937926054,0.5507277846336365,0.6676523089408875,-0.08739563077688217,0.5994786620140076,0.6352806091308594,-0.11190241575241089,0.5968681573867798,0.5913946628570557,-0.034832410514354706,0.6045453548431396,0.46541887521743774,-0.07332620769739151,0.6077455282211304,0.3929547667503357,-0.09376275539398193,0.613580584526062,0.3288707435131073,-0.1084551066160202,0.6502113938331604,0.6127789616584778,-0.0436713844537735,0.6398941874504089,0.5302131772041321,-0.106953464448452,0.6104012131690979,0.6192945837974548,-0.11755619198083878,0.6029952764511108,0.674147367477417,-0.10767032951116562,0.69669508934021,0.6544614434242249,-0.05765556916594505,0.6734418272972107,0.6197567582130432,-0.11515828222036362,0.6391986608505249,0.7061424255371094,-0.09999708086252213,0.6334287524223328,0.7406827211380005,-0.07328295707702637,0.7374560236930847,0.7107141017913818,-0.07518240809440613,0.7133447527885437,0.6819479465484619,-0.10603339225053787,0.6825651526451111,0.7370127439498901,-0.09043242037296295,0.6776966452598572,0.7600215673446655,-0.07015638798475266,next
0.6296892166137695,0.8829338550567627,-1.4530615999319707e-07,0.5841695070266724,0.8369624018669128,-0.034472446888685226,0.5423988103866577,0.7439223527908325,-0.06028423830866814,0.5509835481643677,0.6673331260681152,-0.08698005974292755,0.5993176698684692,0.6343595385551453,-0.11156631261110306,0.5964836478233337,0.5912358164787292,-0.03500785306096077,0.6044288277626038,0.4653662443161011,-0.07364462316036224,0.6076564788818359,0.3927898406982422,-0.09423660486936569,0.6136686205863953,0.32868829369544983,-0.1090708002448082,0.649895966053009,0.6130005121231079,-0.04415587708353996,0.639392077922821,0.529593288898468,-0.10744726657867432,0.6094539165496826,0.6186275482177734,-0.1179906502366066,0.602332353591919,0.6733047962188721,-0.10812310874462128,0.696468710899353,0.6550737023353577,-0.05840830132365227,0.6730926632881165,0.6189653277397156,-0.11575032770633698,0.6389238238334656,0.7054058313369751,-0.10016763210296631,0.6338962912559509,0.7396910190582275,-0.07326561957597733,0.7374633550643921,0.7116636037826538,-0.07618781924247742,0.7131171822547913,0.681121826171875,-0.10692175477743149,0.6823445558547974,0.735883355140686,-0.09097439795732498,0.6780161261558533,0.7586514949798584,-0.07051049172878265,next
0.6322689652442932,0.8835769891738892,-1.5450231671820802e-07,0.5863587260246277,0.8398787975311279,-0.035068657249212265,0.5432305335998535,0.7479835748672485,-0.061516303569078445,0.5526955127716064,0.6723337173461914,-0.08872820436954498,0.5995797514915466,0.6349110007286072,-0.11380328983068466,0.5970680117607117,0.5910014510154724,-0.03553130105137825,0.6042298674583435,0.46546387672424316,-0.0753859132528305,0.6081370711326599,0.39222919940948486,-0.09654907137155533,0.6148270964622498,0.32751110196113586,-0.11171607673168182,0.6501837968826294,0.6120572686195374,-0.044632744044065475,0.6382369995117188,0.5306155681610107,-0.10853388160467148,0.6092143654823303,0.6249793767929077,-0.1181873008608818,0.6044423580169678,0.6789162158966064,-0.10778086632490158,0.6963347792625427,0.6530306935310364,-0.05915853753685951,0.6730807423591614,0.617706835269928,-0.11724719405174255,0.6383579969406128,0.7071673274040222,-0.09988974779844284,0.6345308423042297,0.739281415939331,-0.07203312963247299,0.7368355989456177,0.7085835933685303,-0.0773504376411438,0.7114566564559937,0.6806659698486328,-0.10894589126110077,0.6803641319274902,0.73923659324646,-0.09210990369319916,0.6771559119224548,0.7612022757530212,-0.07106190919876099,next
0.6316090822219849,0.8837602734565735,-1.5432790689828835e-07,0.5863422751426697,0.8390803337097168,-0.03499886766076088,0.5438141226768494,0.746387779712677,-0.06138378009200096,0.552470862865448,0.670085072517395,-0.08864644914865494,0.6004143357276917,0.6333931088447571,-0.11379161477088928,0.5968307256698608,0.5912632942199707,-0.03502032160758972,0.6036004424095154,0.46575450897216797,-0.0750538781285286,0.607280969619751,0.39220374822616577,-0.09622731804847717,0.6145516633987427,0.3272995948791504,-0.11138906329870224,0.6504331231117249,0.6120777726173401,-0.04420939087867737,0.6387571692466736,0.5315490961074829,-0.1080944836139679,0.6098991632461548,0.6273236274719238,-0.11727669090032578,0.6059985756874084,0.6810033917427063,-0.10651176422834396,0.696861207485199,0.6529929041862488,-0.05891360342502594,0.6735499501228333,0.6174155473709106,-0.11682545393705368,0.6389806270599365,0.7075155973434448,-0.09888066351413727,0.6359015703201294,0.7394793033599854,-0.07069546729326248,0.7373346090316772,0.7084847688674927,-0.07735268771648407,0.7109404802322388,0.6818236112594604,-0.10865829885005951,0.6795720458030701,0.7404496073722839,-0.09156228601932526,0.6765595078468323,0.7618863582611084,-0.07042879611253738,next
0.6323064565658569,0.8814318776130676,-1.5388287977202708e-07,0.5861812233924866,0.8365726470947266,-0.035617515444755554,0.5442371964454651,0.743498682975769,-0.06168980523943901,0.5551156997680664,0.66725093126297,-0.08834899961948395,0.6044260263442993,0.6311910152435303,-0.11269252747297287,0.5959529280662537,0.587622880935669,-0.03520867973566055,0.6037361025810242,0.46243563294410706,-0.07414675503969193,0.6088016033172607,0.3894845247268677,-0.09475508332252502,0.6162830591201782,0.32438012957572937,-0.1097898930311203,0.6501920223236084,0.608130156993866,-0.04349062219262123,0.639214277267456,0.5309289693832397,-0.10628200322389603,0.6111643314361572,0.6260674595832825,-0.11555267870426178,0.6055364608764648,0.6792643666267395,-0.10533922165632248,0.6972094774246216,0.649178147315979,-0.05723743513226509,0.674763560295105,0.6163924932479858,-0.11466451734304428,0.6397954225540161,0.705115556716919,-0.09808021038770676,0.6339461803436279,0.7368444800376892,-0.07107972353696823,0.7382341623306274,0.7048856019973755,-0.07469365745782852,0.7127965688705444,0.6810089945793152,-0.1065787523984909,0.6801977753639221,0.7391334176063538,-0.09104374796152115,0.673656702041626,0.7609290480613708,-0.07102391868829727,next
0.6309972405433655,0.8813392519950867,-1.6559911841795838e-07,0.5850677490234375,0.8355320692062378,-0.033933039754629135,0.5438240766525269,0.7415558695793152,-0.05898156389594078,0.5551978349685669,0.6665863394737244,-0.08503738790750504,0.6033677458763123,0.6317855715751648,-0.10905768722295761,0.596841037273407,0.5871568918228149,-0.03372451290488243,0.6039605736732483,0.4615815281867981,-0.07232440263032913,0.6082502007484436,0.38850194215774536,-0.0928870216012001,0.6153987646102905,0.32368704676628113,-0.10787352174520493,0.6506322026252747,0.6081920266151428,-0.0428888201713562,0.6398144960403442,0.5301914811134338,-0.10556589812040329,0.6107932329177856,0.6243553161621094,-0.11515253782272339,0.6048896312713623,0.6780565977096558,-0.10512197017669678,0.69744473695755,0.6495916247367859,-0.05735175684094429,0.6751617193222046,0.6136578321456909,-0.11425288021564484,0.6401529908180237,0.7025007009506226,-0.09758534282445908,0.6349300146102905,0.7354379296302795,-0.07060178369283676,0.7386003136634827,0.7056907415390015,-0.0754157155752182,0.7130075097084045,0.6804312467575073,-0.10680932551622391,0.6809099912643433,0.7377210855484009,-0.09104309976100922,0.6759034395217896,0.7593263387680054,-0.0709051564335823,next
